Crashid,Municipality,Road,Miles,Dir,FromRoad,ToRoad,Date,Time,Crash  Tye,Severity,
104217685,Cary,SR 3977,0,,MACARTHUR DR,HEATHERIDGE LN,10/18/2014,4:08 PM,"Left turn, same roadway",Property Damage Only,
104217687,Cary,1200 MAROUBA LOOP,0.057,N,BRONTE LN,MAROUBA LOOP,10/18/2014,10:40 AM,Backing up,Property Damage Only,
104217328,Cary,SR 3977,0.002,W,SR 1653,NORWELL RD,10/18/2014,3:20 PM,"Rear end, slow or stop",Property Damage Only,
104220961,Cary,SR 1152,0,,LES ARBRES DR,SR 1010,10/19/2014,12:44 PM,"Sideswipe, same direction",B-Injury (Evident),
104217684,Cary,SR3073 (NW MAYNARD RD),0,,SR1615 (HIGH HOUSE RD),EDGEHILL PKWY,10/19/2014,12:57 PM,"Left turn, same roadway",B-Injury (Evident),
104217683,Cary,SR 1315,0,,NOTTINGHAM DR,SR 1313,10/19/2014,8:58 PM,"Right turn, different roadways",Property Damage Only,
104217691,Cary,WAYFIELD LN,0.044,W,CHADMORE DR,KILDAIRE FARM,10/19/2014,10:01 AM,Angle,Property Damage Only,
104217679,Cary,BUCK JONES RD,0.1,N,WALNUT ST,NOTTINGHAM DR,10/19/2014,12:58 PM,"Left turn, same roadway",Property Damage Only,
104217718,Cary,REEDY CRK RD,0.076,N,NC 54,BRANNIFF DR,10/19/2014,6:00 PM,Parked motor vehicle,Unknown,
104217703,Cary,SR 1313,0.055,W,KINGSTON RIDGE RD,DONALDSON DR,10/20/2014,5:38 PM,"Rear end, slow or stop",C-Injury (Possible),
104217766,Cary,SR# 1652 (N HARRISON A,0,,BASS PRO LN,HARRISON OAKS BLVD,10/20/2014,4:13 PM,"Rear end, slow or stop",C-Injury (Possible),
104217693,Cary,OLD APEX RD,0.1,N,LAURA DUNCAN RD,SW CARY PKWY,10/20/2014,6:23 PM,"Rear end, slow or stop",C-Injury (Possible),
104217729,Cary,WALDO ROOD BLVD,0.002,E,DAVIS DR,CHESTONE CT,10/20/2014,3:59 PM,"Rear end, slow or stop",Property Damage Only,
104217670,Cary,SR 1010,0.008,E,MONITOR CT,CROWDER PARK DR,10/20/2014,12:14 AM,Animal,Property Damage Only,
104217697,Cary,HIGH HOUSE RD,0.038,E,STONE COVE DR,DAVIS DR,10/20/2014,8:11 AM,"Rear end, slow or stop",Property Damage Only,
104217695,Cary,N HARRISON AV,0,,HARRISON AVE - I 40 EB,I 40 WB - HARRISON AV,10/20/2014,4:32 PM,"Rear end, slow or stop",Property Damage Only,
104217696,Cary,SE CARY PKWY,0.014,,LAKE PINE DR,KING GEORGE LOOP,10/20/2014,4:41 PM,"Rear end, slow or stop",Property Damage Only,
104217737,Cary,CAITBOO AVE,0.014,S,CROSSROADS BVD,MEETING ST,10/20/2014,3:35 PM,"Sideswipe, same direction",Property Damage Only,
104217675,Cary,SR 1415,0,,SR 1011,REED ST,10/20/2014,7:03 PM,"Left turn, different roadways",Property Damage Only,
104217681,Cary,ROSENBERRY HILLS DR,0.066,SE,PEACHTREE POINT CT,,10/20/2014,7:59 AM,Backing up,Property Damage Only,
104193420,Cary,SR 1600,0,,SR 1624,NC 55,10/21/2014,9:10 PM,"Left turn, same roadway",B-Injury (Evident),
104217677,Cary,SR 1313,0.1,S,SR 1349,CROSSROADS MANOR CT,10/21/2014,7:16 PM,"Left turn, same roadway",C-Injury (Possible),
104217332,Cary,US 1,0.001,SW,US 64,EDINBURGH DR,10/21/2014,12:48 PM,"Rear end, slow or stop",Property Damage Only,
104217698,Cary,TRYON SPRINGS RD,0.009,N,SR 1009 (TRYON RD),TRYON VILLAGE DR,10/21/2014,5:25 PM,"Rear end, slow or stop",Property Damage Only,
104217724,Cary,SR 1379 (PENNY RD),0,,SR 1300 (KILDAIRE FARM,CRICKENTREE DR,10/22/2014,11:30 AM,Angle,B-Injury (Evident),
104217672,Cary,SR 1370,0,,SR 4067,US 1,10/22/2014,8:46 AM,"Rear end, slow or stop",Property Damage Only,
104217726,Cary,SR 3977,0.005,N,KILARNEY RIDGE LOOP,SR 1011,10/22/2014,6:08 PM,"Rear end, slow or stop",Property Damage Only,
104217717,Cary,SR 1009,0.051,SW,ASHEVILLE AVE,SR 4067,10/22/2014,6:06 PM,"Rear end, slow or stop",Property Damage Only,
104217723,Cary,CHAPEL HILL RD,0.057,S,MAYNARD RD,CHESTERFIELD DR,10/22/2014,2:39 PM,"Right turn, different roadways",Property Damage Only,
104217730,Cary,US 64,0.066,E,TRYON RD,EDENBURGH DR,10/22/2014,7:28 PM,"Rear end, slow or stop",Property Damage Only,
104217746,Cary,KILDAIRE FARM RD,0,,GUERNSEY TRAIL,GLASGOW RD,10/22/2014,6:10 PM,Animal,Property Damage Only,
104217727,Cary,SR 1615,0.095,E,LILLY RIDGE RD,LEGAULT DR,10/22/2014,2:34 PM,Other non-collision,Property Damage Only,
104217678,Cary,NC 54,0,,1652 N HARRISON AVE,N ACADEMY ST,10/22/2014,1:02 PM,"Rear end, slow or stop",Property Damage Only,
104217674,Cary,US 1 HWY,0.004,N,HWY 64,SR-1300 (KILDAIRE FARM,10/22/2014,10:02 AM,"Rear end, slow or stop",Property Damage Only,
104220896,Cary,SERENE FOREST DR,0.1,S,BEDFORD RIDGE DR,CAPULIN CREST DR,10/22/2014,11:34 PM,Ran off road - left,Unknown,
104219933,Cary,SR 1652 (N HARRISON AV,0,S,ASHLEY DR,KINGSWOOD DR,10/23/2014,2:34 PM,"Left turn, different roadways",B-Injury (Evident),
104217791,Cary,US 64,0.066,W,SR 1009,EDINBURGH S DR,10/23/2014,5:13 PM,"Rear end, slow or stop",C-Injury (Possible),
104217668,Cary,GREGSON DR,0,,EDINBURGH SOUTH DR,US 64,10/23/2014,5:04 PM,Angle,Property Damage Only,
104217731,Cary,200 GATEWAY CENTRE BVD,0.019,,GATEWAY CENTRE BVD,SR 1002,10/23/2014,10:49 AM,"Left turn, same roadway",Property Damage Only,
104217665,Cary,SR 1349,0.076,W,COLUMBUS AVE,SR 1313,10/23/2014,12:39 PM,"Left turn, different roadways",Property Damage Only,
104220931,Cary,SR 1300,0.004,N,WAKE MEDICAL DR,SR 1370,10/23/2014,8:36 AM,"Rear end, slow or stop",Property Damage Only,
104217659,Cary,GREGSON DR,0,,EDINBURGH SOUTH DR,SR 1435,10/23/2014,5:50 PM,"Right turn, same roadway",Property Damage Only,
104217667,Cary,NC 54,0,,SR 1653,SR 3081,10/23/2014,4:41 PM,"Rear end, turn",Property Damage Only,
104217669,Cary,TOWNE VILLAGE DR,0,,VILLAGE DR,5 BRECKENWOOD DR,10/23/2014,8:55 AM,Backing up,Property Damage Only,
104217666,Cary,NC HWY 55,0.076,N,PARKSIDE GREEN ST,ALSTON VILLAGE DR,10/23/2014,10:08 AM,"Sideswipe, same direction",Property Damage Only,
104220929,Cary,BLACK BEAR COURT,0.019,NE,CASTALIA DRIVE,END,10/23/2014,5:49 AM,Parked motor vehicle,Property Damage Only,
104217720,Cary,SR 3005,0.057,E,N HARRISON AVE,MATRIX DR,10/23/2014,2:00 AM,Ran off road - left,Property Damage Only,
104220930,Cary,SR 1300 (KILDAIRE FARM,0.033,S,WRENN DR,TWIN OAKS PL,10/23/2014,4:59 PM,"Rear end, slow or stop",Property Damage Only,
104217655,Cary,SR 3112,0.006,SW,SR 1653,WINFAIR DR,10/23/2014,7:12 AM,"Rear end, slow or stop",Property Damage Only,
104217747,Cary,SR 1415,0,,REED ST,MAPLE AVE,10/24/2014,11:17 PM,"Left turn, different roadways",B-Injury (Evident),
104217756,Cary,NC 54,0,,3073 NW MAYNARD RD,CHESTERFIELD DR,10/24/2014,9:33 AM,Angle,C-Injury (Possible),
104217735,Cary,SR 1300,0,S,HIGH MEADOW DR,SHANNON OAKS CIR,10/24/2014,12:26 PM,Angle,C-Injury (Possible),
104217768,Cary,CROSSROADS BD,0.009,N,ROYAL BIRKDALE DR,I 40,10/24/2014,5:19 PM,"Sideswipe, same direction",Property Damage Only,
104217763,Cary,NC 55,0.005,S,SR 1628,I 540,10/24/2014,2:40 PM,"Sideswipe, same direction",Property Damage Only,
104217759,Cary,CROSSROADS BLVD,0.25,W,ROYAL BIRKDALE DR,CAITBOO AVE,10/24/2014,6:55 PM,Angle,Property Damage Only,
104217749,Cary,SR 3977,0.1,E,ECLIPSE DR,DANTON DR,10/24/2014,12:06 AM,Ran off road - right,Property Damage Only,
104217764,Cary,ADDENBROCK DR,0.004,N,BENDER RIDGE DR,DELARONDE LN,10/24/2014,11:39 AM,Backing up,Property Damage Only,
104217733,Cary,SR NC54 (CHAPEL HILL R,0.019,W,CARRIAGE WOODS DR,FINCASTLE DR,10/24/2014,1:16 PM,"Sideswipe, same direction",Property Damage Only,
104217743,Cary,DAVIS DR,0.002,W,VALLEYSTONE DR,HIGH HOUSE RD,10/24/2014,4:34 PM,"Rear end, slow or stop",Property Damage Only,
104217761,Cary,TEN TEN RD,1,W,SMITH RD,KILDAIRE FARM,10/24/2014,7:56 PM,"Rear end, slow or stop",Property Damage Only,
104217748,Cary,TRAILVIEW DR,0.033,SW,GLENSFORD WAY,MAC ARTHUR DR,10/24/2014,12:50 AM,Parked motor vehicle,Property Damage Only,
104217736,Cary,KILDAIRE FARM RD,0.1,N,SW MAYANRD RD,MEDCON CT,10/24/2014,11:46 AM,Parked motor vehicle,Property Damage Only,
104217663,Cary,NC 54,0,,N HARRISON AVE,N ACADEMY,10/24/2014,7:23 AM,"Rear end, slow or stop",Property Damage Only,
104217765,Cary,WALNUT ST,0,,US 1,NOTTINGHAM DR,10/24/2014,4:33 PM,"Sideswipe, same direction",Property Damage Only,
104217734,Cary,US 1,0.189,S,I 40,WALNUT ST,10/24/2014,10:08 AM,"Sideswipe, same direction",Property Damage Only,
104217739,Cary,SR 3081,0,,NC 54,,10/24/2014,10:47 PM,"Rear end, slow or stop",Property Damage Only,
104217760,Cary,OLD RALEIGH RD,0,,AUTO PARK BLVD,US 1,10/25/2014,9:07 AM,Angle,Property Damage Only,
104217740,Cary,2021 WALNUT ST,0.25,,CAITBOO AVE,SR 1349,10/25/2014,5:15 PM,Angle,Property Damage Only,
104217745,Cary,410 MICHELANGELO WAY,0.028,S,HIGHCLERE LN,SR 4067,10/25/2014,1:57 PM,Ran off road - left,Property Damage Only,
104217752,Cary,WALNUT ST,0.076,S,DILLARD DR,MACEDONIA LAKE DR,10/25/2014,1:12 PM,Parked motor vehicle,Property Damage Only,
104217738,Cary,WALNUT ST,15,,DILLARD DR,MACEDONIA RD,10/25/2014,4:26 PM,"Left turn, same roadway",Property Damage Only,
104217661,Cary,US 1,1.5,S,SR 3977,SR 1313,10/25/2014,6:31 AM,Animal,Property Damage Only,
104217741,Cary,HOFMAN CT,0.005,S,SUMMERHOUSE RD,SUMMERHOUSE RD,10/25/2014,2:50 PM,Backing up,Property Damage Only,
104217773,Cary,SR 1313,0,,WARREN AVE,,10/25/2014,10:21 AM,Angle,Property Damage Only,
104217754,Cary,SR 1011,0,,CHATSWORTH ST,WHITLOCK LN,10/25/2014,9:03 AM,Fixed object,Unknown,
104220997,Cary,NW MAYNARD RD,0.028,NE,OLDE WEATHERSTONE WAY,WEATHER RIDGE LN,10/26/2014,1:25 AM,Ran off road - right,C-Injury (Possible),
104221018,Cary,NC 55,0.006,SE,SR 1628,I 540,10/26/2014,9:21 PM,"Right turn, different roadways",Property Damage Only,
104221006,Cary,1009 TRYON RD,0.002,,1300 KILDAIRE FARM,CRESCENT GREEN,10/26/2014,10:15 AM,"Rear end, slow or stop",Property Damage Only,
104221014,Cary,SR 1313 (WALNUT ST),0.057,SE,GREENWOOD CIR,LAWRENCE RD,10/26/2014,4:24 PM,"Rear end, slow or stop",Property Damage Only,
104222902,Cary,1400 HIGHLAND TRAIL,0,,MCCOY CT,MCCLOUD CT,10/26/2014,5:31 PM,"Rear end, slow or stop",Property Damage Only,
104221017,Cary,US 1,0,,SR 1313,PINEY PLAINS RD,10/26/2014,1:52 PM,"Rear end, slow or stop",Property Damage Only,
104221033,Cary,HIGH HOUSE RD,0.15,,MAURY O'DELL PL,SR 3979,10/27/2014,4:12 AM,Ran off road - right,A-Injury (Disabling),
104221034,Cary,CROSSROADS BLVD,0.002,N,CAITBOO AVE,US 1,10/27/2014,4:56 PM,"Rear end, slow or stop",Property Damage Only,
104221037,Cary,CORNING RD,0,,DILLARD DR,SR 1319,10/27/2014,5:23 PM,"Rear end, slow or stop",Property Damage Only,
104213438,Cary,I 40,1,E,SR 1002,SR 1636,10/27/2014,10:21 PM,"Sideswipe, same direction",Property Damage Only,
104221043,Cary,SR 1613,0,S,MORRISVILLE PKY,CHARLEVILLE CT,10/27/2014,5:53 PM,"Left turn, same roadway",Property Damage Only,
104221031,Cary,949 SR 3977 (SE CARY P,0.174,NW,SR 1009 (TRYON RD),FROSTWOOD DR,10/27/2014,10:41 AM,"Rear end, slow or stop",Property Damage Only,
104202825,Cary,US 1,0.1,N,CARY PKY,WALNUT ST,10/27/2014,7:45 AM,"Rear end, slow or stop",Property Damage Only,
104221038,Cary,WRENN DR,0,,KILDAIRE FARM,FARMINGTON WOODS DR,10/27/2014,5:59 PM,Ran off road - right,Unknown,
104221035,Cary,SUTERLAND RD,0.04,,KIRKCALDY RD,KENMURE CT,10/27/2014,12:44 PM,"Sideswipe, same direction",Unknown,
104221069,Cary,SR 1152,0.074,NE,CARY OAKS DR,SR 1010,10/28/2014,4:10 PM,"Rear end, slow or stop",C-Injury (Possible),
104221039,Cary,US 1,0.25,N,SR 3977,SR 1313,10/28/2014,4:51 AM,Animal,Property Damage Only,
